Sample,Target,Cq,SD
I.GFP.24.2nd,UBQ7,NA,NA
I.GFP.25.2nd,ACT7,20.11775459,0.027626351
I.GFP.25.2nd,ACT7,20.15682415,0.027626351
I.GFP.25.2nd,ACT7,NA,NA
I.GFP.25.2nd,HYD1,27.00873918,0.021854266
I.GFP.25.2nd,HYD1,26.97783258,0.021854266
I.GFP.25.2nd,HYD1,NA,NA
I.GFP.25.2nd,PP2A1,25.89340499,0.136614961
I.GFP.25.2nd,PP2A1,26.08660772,0.136614961
I.GFP.25.2nd,PP2A1,NA,NA
I.GFP.25.2nd,TBL6,28.65101482,0.063984799
I.GFP.25.2nd,TBL6,28.56052665,0.063984799
I.GFP.25.2nd,TBL6,NA,NA
I.GFP.25.2nd,TMN5,28.75407406,0.03655175
I.GFP.25.2nd,TMN5,28.70238208,0.03655175
I.GFP.25.2nd,TMN5,NA,NA
I.GFP.25.2nd,UBQ14,25.94028881,0.032775389
I.GFP.25.2nd,UBQ14,25.98664021,0.032775389
I.GFP.25.2nd,UBQ14,NA,NA
I.GFP.25.2nd,UBQ7,20.92183385,9.680627882
I.GFP.25.2nd,UBQ7,22.0432754,9.680627882
I.GFP.25.2nd,UBQ7,38.22174353,9.680627882
I.GFP.25.4th,ACT7,21.04030607,0.129581589
I.GFP.25.4th,ACT7,20.85705003,0.129581589
I.GFP.25.4th,ACT7,NA,NA
I.GFP.25.4th,HYD1,27.83033347,0.113338533
I.GFP.25.4th,HYD1,27.67004858,0.113338533
I.GFP.25.4th,HYD1,NA,NA
I.GFP.25.4th,PP2A1,27.14017417,0.051176295
I.GFP.25.4th,PP2A1,27.21254838,0.051176295
I.GFP.25.4th,PP2A1,NA,NA
I.GFP.25.4th,TBL6,31.61114169,0.004655386
I.GFP.25.4th,TBL6,31.6177254,0.004655386
I.GFP.25.4th,TBL6,NA,NA
I.GFP.25.4th,TMN5,29.66224749,0.000377538
I.GFP.25.4th,TMN5,29.66171357,0.000377538
I.GFP.25.4th,TMN5,NA,NA
I.GFP.25.4th,UBQ14,27.80554373,0.018294118
I.GFP.25.4th,UBQ14,27.83141552,0.018294118
I.GFP.25.4th,UBQ14,NA,NA
I.GFP.25.4th,UBQ7,22.86424931,0.064489531
I.GFP.25.4th,UBQ7,22.77304734,0.064489531
I.GFP.25.4th,UBQ7,NA,NA
I.GFP.26.2nd,ACT7,21.54057864,0.064990743
I.GFP.26.2nd,ACT7,21.63248943,0.064990743
I.GFP.26.2nd,ACT7,NA,NA
I.GFP.26.2nd,HYD1,27.34708961,0.005786191
I.GFP.26.2nd,HYD1,27.35527252,0.005786191
I.GFP.26.2nd,HYD1,NA,NA
I.GFP.26.2nd,PP2A1,26.91048717,0.030320866
I.GFP.26.2nd,PP2A1,26.95336735,0.030320866
I.GFP.26.2nd,PP2A1,NA,NA
I.GFP.26.2nd,TBL6,30.71182769,0.016680854
I.GFP.26.2nd,TBL6,30.73541798,0.016680854
I.GFP.26.2nd,TBL6,NA,NA
I.GFP.26.2nd,TMN5,30.36021709,0.27609697
I.GFP.26.2nd,TMN5,29.96975701,0.27609697
I.GFP.26.2nd,TMN5,NA,NA
I.GFP.26.2nd,UBQ14,22.25051776,0.031687626
I.GFP.26.2nd,UBQ14,22.29533083,0.031687626
I.GFP.26.2nd,UBQ14,NA,NA
I.GFP.26.2nd,UBQ7,26.94288046,0.007704643
I.GFP.26.2nd,UBQ7,26.95377647,0.007704643
I.GFP.26.2nd,UBQ7,NA,NA
I.GFP.26.4th,ACT7,21.66498897,0.030528289
I.GFP.26.4th,ACT7,21.62181545,0.030528289
I.GFP.26.4th,ACT7,NA,NA
I.GFP.26.4th,HYD1,28.04553863,0.023225233
I.GFP.26.4th,HYD1,28.01269319,0.023225233
I.GFP.26.4th,HYD1,NA,NA
I.GFP.26.4th,PP2A1,26.68452079,0.301736549
I.GFP.26.4th,PP2A1,27.11124071,0.301736549
I.GFP.26.4th,PP2A1,NA,NA
I.GFP.26.4th,TBL6,30.6844584,0.032249974
I.GFP.26.4th,TBL6,30.63885005,0.032249974
I.GFP.26.4th,TBL6,NA,NA
I.GFP.26.4th,TMN5,30.78382376,0.120914185
I.GFP.26.4th,TMN5,30.95482224,0.120914185
I.GFP.26.4th,TMN5,NA,NA
I.GFP.26.4th,UBQ14,22.28413843,0.012387662
I.GFP.26.4th,UBQ14,22.26661963,0.012387662
I.GFP.26.4th,UBQ14,NA,NA
I.GFP.26.4th,UBQ7,27.45398276,0.039667835
I.GFP.26.4th,UBQ7,27.39788397,0.039667835
I.GFP.26.4th,UBQ7,NA,NA
I.GFP.27.2nd,ACT7,22.34611776,0.061566006
I.GFP.27.2nd,ACT7,22.25905028,0.061566006
I.GFP.27.2nd,ACT7,NA,NA
I.GFP.27.2nd,HYD1,29.11604716,0.075531237
I.GFP.27.2nd,HYD1,29.22286446,0.075531237
I.GFP.27.2nd,HYD1,NA,NA
I.GFP.27.2nd,PP2A1,28.11063619,0.180927249
I.GFP.27.2nd,PP2A1,27.85476642,0.180927249
I.GFP.27.2nd,PP2A1,NA,NA
I.GFP.27.2nd,TBL6,NA,NA
I.GFP.27.2nd,TBL6,NA,NA
I.GFP.27.2nd,TBL6,NA,NA
I.GFP.27.2nd,TMN5,32.03288244,0.221774432
I.GFP.27.2nd,TMN5,31.71924603,0.221774432
I.GFP.27.2nd,TMN5,NA,NA
I.GFP.27.2nd,UBQ14,28.28534939,0.048601196
I.GFP.27.2nd,UBQ14,28.35408186,0.048601196
I.GFP.27.2nd,UBQ14,NA,NA
I.GFP.27.2nd,UBQ7,23.53883953,0.187361412
I.GFP.27.2nd,UBQ7,23.80380858,0.187361412
I.GFP.27.2nd,UBQ7,NA,NA
I.GFP.27.4th,ACT7,21.18477343,0.018677816
I.GFP.27.4th,ACT7,21.15835901,0.018677816
I.GFP.27.4th,ACT7,NA,NA
I.GFP.27.4th,HYD1,27.76452468,0.002717906
I.GFP.27.4th,HYD1,27.76836838,0.002717906
I.GFP.27.4th,HYD1,NA,NA
I.GFP.27.4th,PP2A1,26.71543779,0.096140282
I.GFP.27.4th,PP2A1,26.85140068,0.096140282
I.GFP.27.4th,PP2A1,NA,NA
I.GFP.27.4th,TBL6,NA,NA
I.GFP.27.4th,TBL6,NA,NA
I.GFP.27.4th,TBL6,NA,NA
I.GFP.27.4th,TMN5,31.10663128,0.116110929
I.GFP.27.4th,TMN5,31.27083693,0.116110929
I.GFP.27.4th,TMN5,NA,NA
I.GFP.27.4th,UBQ14,27.14560747,0.001738054
I.GFP.27.4th,UBQ14,27.14314949,0.001738054
I.GFP.27.4th,UBQ14,NA,NA
I.GFP.27.4th,UBQ7,22.74733535,0.079653486
I.GFP.27.4th,UBQ7,22.63468831,0.079653486
I.GFP.27.4th,UBQ7,NA,NA
I.GFP.28.2nd,ACT7,23.87936141,0.006453099
I.GFP.28.2nd,ACT7,23.87023535,0.006453099
I.GFP.28.2nd,ACT7,NA,NA
I.GFP.28.2nd,HYD1,30.60381449,0.059345521
I.GFP.28.2nd,HYD1,30.68774173,0.059345521
I.GFP.28.2nd,HYD1,NA,NA
I.GFP.28.2nd,PP2A1,29.18938703,0.367336415
I.GFP.28.2nd,PP2A1,29.70887917,0.367336415
I.GFP.28.2nd,PP2A1,NA,NA
I.GFP.28.2nd,TBL6,31.45901852,0.108489371
I.GFP.28.2nd,TBL6,31.30559138,0.108489371
I.GFP.28.2nd,TBL6,NA,NA
I.GFP.28.2nd,TMN5,33.33440583,0.04450767
I.GFP.28.2nd,TMN5,33.27146248,0.04450767
I.GFP.28.2nd,TMN5,NA,NA
I.GFP.28.2nd,UBQ14,29.1134884,0.1449179
I.GFP.28.2nd,UBQ14,28.90854354,0.1449179
I.GFP.28.2nd,UBQ14,NA,NA
I.GFP.28.2nd,UBQ7,24.2843974,0.02298184
I.GFP.28.2nd,UBQ7,24.25189617,0.02298184
I.GFP.28.2nd,UBQ7,NA,NA
I.GFP.3.4th,ACT7,21.56786677,0.011260937
I.GFP.3.4th,ACT7,21.5519414,0.011260937
I.GFP.3.4th,ACT7,NA,NA
I.GFP.3.4th,HYD1,30.17475131,0.006138366
I.GFP.3.4th,HYD1,30.16607035,0.006138366
I.GFP.3.4th,HYD1,NA,NA
I.GFP.3.4th,PP2A1,29.46187312,0.092024333
I.GFP.3.4th,PP2A1,29.59201518,0.092024333
I.GFP.3.4th,PP2A1,NA,NA
I.GFP.3.4th,TBL6,32.67481446,0.224117975
I.GFP.3.4th,TBL6,32.35786378,0.224117975
I.GFP.3.4th,TBL6,NA,NA
I.GFP.3.4th,TMN5,31.35604398,0.06718317
I.GFP.3.4th,TMN5,31.26103263,0.06718317
I.GFP.3.4th,TMN5,NA,NA
I.GFP.3.4th,UBQ14,26.69914571,0.131236339
I.GFP.3.4th,UBQ14,26.5135495,0.131236339
I.GFP.3.4th,UBQ14,NA,NA
I.GFP.3.4th,UBQ7,29.78007828,0.030415477
I.GFP.3.4th,UBQ7,29.82309226,0.030415477
I.GFP.3.4th,UBQ7,NA,NA
I.GFP.4.2nd,ACT7,21.18982291,0.204717977
I.GFP.4.2nd,ACT7,21.47933785,0.204717977
I.GFP.4.2nd,ACT7,NA,NA
I.GFP.4.2nd,HYD1,28.74260643,0.134770246
I.GFP.4.2nd,HYD1,28.55201252,0.134770246
I.GFP.4.2nd,HYD1,NA,NA
I.GFP.4.2nd,PP2A1,27.38268289,0.078491971
I.GFP.4.2nd,PP2A1,27.4936873,0.078491971
I.GFP.4.2nd,PP2A1,NA,NA
I.GFP.4.2nd,TBL6,29.3459704,0.197782455
I.GFP.4.2nd,TBL6,29.62567703,0.197782455
I.GFP.4.2nd,TBL6,NA,NA
I.GFP.4.2nd,TMN5,30.15167489,0.054913743
I.GFP.4.2nd,TMN5,30.22933465,0.054913743
I.GFP.4.2nd,TMN5,NA,NA
I.GFP.4.2nd,UBQ14,26.02120719,0.119936546
I.GFP.4.2nd,UBQ14,26.19082308,0.119936546
I.GFP.4.2nd,UBQ14,NA,NA
I.GFP.4.2nd,UBQ7,21.4830457,0.036184146
I.GFP.4.2nd,UBQ7,21.43187359,0.036184146
I.GFP.4.2nd,UBQ7,NA,NA
I.GFP.4.4th,ACT7,22.88190272,0.00219044
I.GFP.4.4th,ACT7,22.87880497,0.00219044
I.GFP.4.4th,ACT7,NA,NA
I.GFP.4.4th,HYD1,30.22246076,0.002595032
I.GFP.4.4th,HYD1,30.22613069,0.002595032
I.GFP.4.4th,HYD1,NA,NA
I.GFP.4.4th,PP2A1,29.15563698,0.040103526
I.GFP.4.4th,PP2A1,29.21235193,0.040103526
I.GFP.4.4th,PP2A1,NA,NA
I.GFP.4.4th,TBL6,31.33874835,0.024229254
I.GFP.4.4th,TBL6,31.30448301,0.024229254
I.GFP.4.4th,TBL6,NA,NA
I.GFP.4.4th,TMN5,32.24986756,0.179636483
I.GFP.4.4th,TMN5,32.50391191,0.179636483
I.GFP.4.4th,TMN5,NA,NA
I.GFP.4.4th,UBQ14,28.11459671,0.028085376
I.GFP.4.4th,UBQ14,28.15431543,0.028085376
I.GFP.4.4th,UBQ14,NA,NA
I.GFP.4.4th,UBQ7,23.74592913,0.014389071
I.GFP.4.4th,UBQ7,23.76627835,0.014389071
I.GFP.4.4th,UBQ7,NA,NA
I.GFP.5.2nd,ACT7,21.40789089,0.040459667
I.GFP.5.2nd,ACT7,21.4651095,0.040459667
I.GFP.5.2nd,ACT7,NA,NA
I.GFP.5.2nd,HYD1,26.44778266,0.042878771
I.GFP.5.2nd,HYD1,26.38714292,0.042878771
I.GFP.5.2nd,HYD1,NA,NA
I.GFP.5.2nd,PP2A1,27.10249262,0.082904155
I.GFP.5.2nd,PP2A1,26.98524844,0.082904155
I.GFP.5.2nd,PP2A1,NA,NA
I.GFP.5.2nd,TBL6,30.64294396,0.073680428
I.GFP.5.2nd,TBL6,30.5387441,0.073680428
I.GFP.5.2nd,TBL6,NA,NA
I.GFP.5.2nd,TMN5,29.91140625,0.055056607
I.GFP.5.2nd,TMN5,29.83354445,0.055056607
I.GFP.5.2nd,TMN5,NA,NA
I.GFP.5.2nd,UBQ14,22.02341251,0.015932572
I.GFP.5.2nd,UBQ14,22.04594457,0.015932572
I.GFP.5.2nd,UBQ14,NA,NA
I.GFP.5.2nd,UBQ7,26.39294593,0.062775377
I.GFP.5.2nd,UBQ7,26.48172372,0.062775377
I.GFP.5.2nd,UBQ7,NA,NA
I.GFP.7.2nd,ACT7,20.37046462,0.010257892
I.GFP.7.2nd,ACT7,20.38497147,0.010257892
I.GFP.7.2nd,ACT7,NA,NA
I.GFP.7.2nd,HYD1,27.66358799,0.043314943
I.GFP.7.2nd,HYD1,27.72484457,0.043314943
I.GFP.7.2nd,HYD1,NA,NA
I.GFP.7.2nd,PP2A1,25.60556231,0.060068664
I.GFP.7.2nd,PP2A1,25.69051223,0.060068664
I.GFP.7.2nd,PP2A1,NA,NA
I.GFP.7.2nd,TBL6,29.21239945,0.00176153
I.GFP.7.2nd,TBL6,29.21489063,0.00176153
I.GFP.7.2nd,TBL6,NA,NA
I.GFP.7.2nd,TMN5,30.84804612,0.155232481
I.GFP.7.2nd,TMN5,30.62851424,0.155232481
I.GFP.7.2nd,TMN5,NA,NA
I.GFP.7.2nd,UBQ14,26.19691636,0.048607227
I.GFP.7.2nd,UBQ14,26.12817536,0.048607227
I.GFP.7.2nd,UBQ14,NA,NA
I.GFP.7.2nd,UBQ7,21.20360713,0.002376996
I.GFP.7.2nd,UBQ7,21.20696871,0.002376996
I.GFP.7.2nd,UBQ7,NA,NA
I.GFP.7.4th,ACT7,22.37772167,0.036888085
I.GFP.7.4th,ACT7,22.32555404,0.036888085
I.GFP.7.4th,ACT7,NA,NA
I.GFP.7.4th,HYD1,29.80305463,0.108762597
I.GFP.7.4th,HYD1,29.95686817,0.108762597
I.GFP.7.4th,HYD1,NA,NA
I.GFP.7.4th,PP2A1,28.39549196,0.149773638
I.GFP.7.4th,PP2A1,28.18368005,0.149773638
I.GFP.7.4th,PP2A1,NA,NA
I.GFP.7.4th,TBL6,32.60665753,0.016818096
I.GFP.7.4th,TBL6,32.63044191,0.016818096
I.GFP.7.4th,TBL6,NA,NA
I.GFP.7.4th,TMN5,31.91883491,0.282957158
I.GFP.7.4th,TMN5,32.31899676,0.282957158
I.GFP.7.4th,TMN5,NA,NA
I.GFP.7.4th,UBQ14,29.25215154,0.187696581
I.GFP.7.4th,UBQ14,29.51759459,0.187696581
I.GFP.7.4th,UBQ14,NA,NA
I.GFP.7.4th,UBQ7,23.30633674,7.586666532
I.GFP.7.4th,UBQ7,24.44280189,7.586666532
I.GFP.7.4th,UBQ7,36.97815136,7.586666532
I.GFP.8.2nd,ACT7,22.71311294,0.014622947
I.GFP.8.2nd,ACT7,22.73379291,0.014622947
I.GFP.8.2nd,ACT7,NA,NA
I.GFP.8.2nd,HYD1,29.96370511,0.042761215
I.GFP.8.2nd,HYD1,29.90323162,0.042761215
I.GFP.8.2nd,HYD1,NA,NA
I.GFP.8.2nd,PP2A1,28.78338784,0.097056805
I.GFP.8.2nd,PP2A1,28.92064689,0.097056805
I.GFP.8.2nd,PP2A1,NA,NA
I.GFP.8.2nd,TBL6,NA,NA
I.GFP.8.2nd,TBL6,NA,NA
I.GFP.8.2nd,TBL6,NA,NA
I.GFP.8.2nd,TMN5,32.21153598,0.092208697
I.GFP.8.2nd,TMN5,32.08113319,0.092208697
I.GFP.8.2nd,TMN5,NA,NA
I.GFP.8.2nd,UBQ14,28.44179789,0.040049043
I.GFP.8.2nd,UBQ14,28.49843579,0.040049043
I.GFP.8.2nd,UBQ14,NA,NA
I.GFP.8.2nd,UBQ7,23.5227319,0.01308535
I.GFP.8.2nd,UBQ7,23.50422642,0.01308535
I.GFP.8.2nd,UBQ7,NA,NA
I.GFP.8.4th,ACT7,23.10000581,0.014715677
I.GFP.8.4th,ACT7,23.12081692,0.014715677
I.GFP.8.4th,ACT7,NA,NA
I.GFP.8.4th,HYD1,29.29914881,0.134747583
I.GFP.8.4th,HYD1,29.48971067,0.134747583
I.GFP.8.4th,HYD1,NA,NA
I.GFP.8.4th,PP2A1,29.15001035,0.018991226
I.GFP.8.4th,PP2A1,29.176868,0.018991226
I.GFP.8.4th,PP2A1,NA,NA
I.GFP.8.4th,TBL6,NA,NA
I.GFP.8.4th,TBL6,NA,NA
I.GFP.8.4th,TBL6,NA,NA
I.GFP.8.4th,TMN5,32.13366314,0.146110811
I.GFP.8.4th,TMN5,31.92703125,0.146110811
I.GFP.8.4th,TMN5,NA,NA
I.GFP.8.4th,UBQ14,29.20780905,0.129613126
I.GFP.8.4th,UBQ14,29.39110969,0.129613126
I.GFP.8.4th,UBQ14,NA,NA
I.GFP.8.4th,UBQ7,23.97419261,0.048562715
I.GFP.8.4th,UBQ7,24.04287066,0.048562715
I.GFP.8.4th,UBQ7,NA,NA
I.GFP.9.2nd,ACT7,21.40872044,0.008955804
I.GFP.9.2nd,ACT7,21.39605502,0.008955804
I.GFP.9.2nd,ACT7,NA,NA
I.GFP.9.2nd,HYD1,28.12051183,0.048701449
I.GFP.9.2nd,HYD1,28.18938608,0.048701449
I.GFP.9.2nd,HYD1,NA,NA
I.GFP.9.2nd,PP2A1,27.36859966,0.001084278
I.GFP.9.2nd,PP2A1,27.36706626,0.001084278
I.GFP.9.2nd,PP2A1,NA,NA
I.GFP.9.2nd,TBL6,29.08949276,0.021050944
I.GFP.9.2nd,TBL6,29.05972223,0.021050944
I.GFP.9.2nd,TBL6,NA,NA
I.GFP.9.2nd,TMN5,29.85232135,0.072765919
I.GFP.9.2nd,TMN5,29.9552279,0.072765919
I.GFP.9.2nd,TMN5,NA,NA
I.GFP.9.2nd,UBQ14,27.13725937,0.03078656
I.GFP.9.2nd,UBQ14,27.0937206,0.03078656
I.GFP.9.2nd,UBQ14,NA,NA
I.GFP.9.2nd,UBQ7,23.08432094,0.270837128
I.GFP.9.2nd,UBQ7,22.7012994,0.270837128
I.GFP.9.2nd,UBQ7,NA,NA
I.GFP.9.4th,ACT7,20.9464219,0.01035374
I.GFP.9.4th,ACT7,20.9610643,0.01035374
I.GFP.9.4th,ACT7,NA,NA
I.GFP.9.4th,HYD1,27.22693216,0.021007746
I.GFP.9.4th,HYD1,27.2566416,0.021007746
I.GFP.9.4th,HYD1,NA,NA
I.GFP.9.4th,PP2A1,26.86756711,0.045422369
I.GFP.9.4th,PP2A1,26.93180404,0.045422369
I.GFP.9.4th,PP2A1,NA,NA
I.GFP.9.4th,TBL6,NA,NA
I.GFP.9.4th,TBL6,NA,NA
I.GFP.9.4th,TBL6,NA,NA
I.GFP.9.4th,TMN5,29.48029758,0.023642384
I.GFP.9.4th,TMN5,29.4468622,0.023642384
I.GFP.9.4th,TMN5,NA,NA
I.GFP.9.4th,UBQ14,26.94863053,0.063912207
I.GFP.9.4th,UBQ14,26.85824502,0.063912207
I.GFP.9.4th,UBQ14,NA,NA
I.GFP.9.4th,UBQ7,22.02958551,0.017784782
I.GFP.9.4th,UBQ7,22.00443403,0.017784782
I.GFP.9.4th,UBQ7,NA,NA
I.GFP1.2nd,ACT7,20.05851195,0.032162285
I.GFP1.2nd,ACT7,20.10399629,0.032162285
I.GFP1.2nd,ACT7,NA,NA
I.GFP1.2nd,HYD1,27.56564274,0.090077081
I.GFP1.2nd,HYD1,27.69303097,0.090077081
I.GFP1.2nd,HYD1,NA,NA
I.GFP1.2nd,PP2A1,28.00038662,0.077284876
I.GFP1.2nd,PP2A1,27.8910893,0.077284876
I.GFP1.2nd,PP2A1,NA,NA
I.GFP1.2nd,TBL6,30.23288647,0.414282868
I.GFP1.2nd,TBL6,30.81877092,0.414282868
I.GFP1.2nd,TBL6,NA,NA
I.GFP1.2nd,TMN5,29.63338106,0.05246581
I.GFP1.2nd,TMN5,29.5591832,0.05246581
I.GFP1.2nd,TMN5,NA,NA
I.GFP1.2nd,UBQ14,23.69918739,0.018778819
I.GFP1.2nd,UBQ14,23.72574465,0.018778819
I.GFP1.2nd,UBQ14,NA,NA
I.GFP1.2nd,UBQ7,27.44749625,0.072766146
I.GFP1.2nd,UBQ7,27.55040312,0.072766146
I.GFP1.2nd,UBQ7,NA,NA
I.HYD.1.2nd,ACT7,19.90111637,0.000688821
I.HYD.1.2nd,ACT7,19.90209051,0.000688821
I.HYD.1.2nd,ACT7,NA,NA
I.HYD.1.2nd,HYD1,30.16218607,0.105511193
I.HYD.1.2nd,HYD1,30.01297071,0.105511193
I.HYD.1.2nd,HYD1,NA,NA
I.HYD.1.2nd,PP2A1,26.0968569,0.108962567
I.HYD.1.2nd,PP2A1,26.25095324,0.108962567
I.HYD.1.2nd,PP2A1,NA,NA
I.HYD.1.2nd,TBL6,NA,NA
I.HYD.1.2nd,TBL6,NA,NA
I.HYD.1.2nd,TBL6,NA,NA
I.HYD.1.2nd,TMN5,28.2482753,0.182780902
I.HYD.1.2nd,TMN5,28.50676653,0.182780902
I.HYD.1.2nd,TMN5,NA,NA
I.HYD.1.2nd,UBQ14,26.33149883,0.060299959
I.HYD.1.2nd,UBQ14,26.24622181,0.060299959
I.HYD.1.2nd,UBQ14,NA,NA
I.HYD.1.2nd,UBQ7,19.94249718,0.082910533
I.HYD.1.2nd,UBQ7,20.05975038,0.082910533
I.HYD.1.2nd,UBQ7,NA,NA
I.HYD.1.4th,ACT7,23.41383154,0.049929694
I.HYD.1.4th,ACT7,23.34322029,0.049929694
I.HYD.1.4th,ACT7,NA,NA
I.HYD.1.4th,HYD1,32.1104738,0.031120257
I.HYD.1.4th,HYD1,32.15448449,0.031120257
I.HYD.1.4th,HYD1,NA,NA
I.HYD.1.4th,PP2A1,29.11960921,0.037209415
I.HYD.1.4th,PP2A1,29.06698715,0.037209415
I.HYD.1.4th,PP2A1,NA,NA
I.HYD.1.4th,TBL6,NA,NA
I.HYD.1.4th,TBL6,NA,NA
I.HYD.1.4th,TBL6,NA,NA
I.HYD.1.4th,TMN5,32.25164187,0.145481047
I.HYD.1.4th,TMN5,32.0459006,0.145481047
I.HYD.1.4th,TMN5,NA,NA
I.HYD.1.4th,UBQ14,29.24382714,0.058116626
I.HYD.1.4th,UBQ14,29.16163782,0.058116626
I.HYD.1.4th,UBQ14,NA,NA
I.HYD.1.4th,UBQ7,24.55509667,0.05408512
I.HYD.1.4th,UBQ7,24.63158458,0.05408512
I.HYD.1.4th,UBQ7,NA,NA
I.HYD.10.2nd,ACT7,20.36022116,0.064420928
I.HYD.10.2nd,ACT7,20.45132611,0.064420928
I.HYD.10.2nd,ACT7,NA,NA
I.HYD.10.2nd,HYD1,28.27662499,0.02508578
I.HYD.10.2nd,HYD1,28.24114834,0.02508578
I.HYD.10.2nd,HYD1,NA,NA
I.HYD.10.2nd,PP2A1,26.88787852,0.045219952
I.HYD.10.2nd,PP2A1,26.95182919,0.045219952
I.HYD.10.2nd,PP2A1,NA,NA
I.HYD.10.2nd,TBL6,NA,NA
I.HYD.10.2nd,TBL6,NA,NA
I.HYD.10.2nd,TBL6,NA,NA
I.HYD.10.2nd,TMN5,29.5225369,0.122103482
I.HYD.10.2nd,TMN5,29.3498565,0.122103482
I.HYD.10.2nd,TMN5,NA,NA
I.HYD.10.2nd,UBQ14,25.65879924,0.051958291
I.HYD.10.2nd,UBQ14,25.58531912,0.051958291
I.HYD.10.2nd,UBQ14,NA,NA
I.HYD.10.2nd,UBQ7,20.90243452,0.082134222
I.HYD.10.2nd,UBQ7,21.01858985,0.082134222
I.HYD.10.2nd,UBQ7,NA,NA
I.HYD.10.4th,ACT7,20.96966311,0.045026467
I.HYD.10.4th,ACT7,21.03334015,0.045026467
I.HYD.10.4th,ACT7,NA,NA
I.HYD.10.4th,HYD1,26.44540042,0.044650951
I.HYD.10.4th,HYD1,26.5085464,0.044650951
I.HYD.10.4th,HYD1,NA,NA
I.HYD.10.4th,PP2A1,27.14016333,0.020158448
I.HYD.10.4th,PP2A1,27.11165498,0.020158448
I.HYD.10.4th,PP2A1,NA,NA
I.HYD.10.4th,TBL6,28.73438882,0.127900796
I.HYD.10.4th,TBL6,28.91526786,0.127900796
I.HYD.10.4th,TBL6,NA,NA
I.HYD.10.4th,TMN5,29.19608759,0.080754175
I.HYD.10.4th,TMN5,29.08188394,0.080754175
I.HYD.10.4th,TMN5,NA,NA
I.HYD.10.4th,UBQ14,21.29093315,0.003290656
I.HYD.10.4th,UBQ14,21.29558684,0.003290656
I.HYD.10.4th,UBQ14,NA,NA
I.HYD.10.4th,UBQ7,26.56967443,0.005286436
I.HYD.10.4th,UBQ7,26.57715058,0.005286436
I.HYD.10.4th,UBQ7,NA,NA
I.HYD.11.2nd,ACT7,23.04658674,0.027409304
I.HYD.11.2nd,ACT7,23.00782413,0.027409304
I.HYD.11.2nd,ACT7,NA,NA
I.HYD.11.2nd,HYD1,33.89395648,0.777221909
I.HYD.11.2nd,HYD1,33.06153796,0.777221909
I.HYD.11.2nd,HYD1,32.34085178,0.777221909
I.HYD.11.2nd,PP2A1,30.71836036,0.050789762
I.HYD.11.2nd,PP2A1,30.79018793,0.050789762
I.HYD.11.2nd,PP2A1,NA,NA
I.HYD.11.2nd,TBL6,34.79045708,0.044807037
I.HYD.11.2nd,TBL6,34.8538238,0.044807037
I.HYD.11.2nd,TBL6,NA,NA
I.HYD.11.2nd,TMN5,32.93475511,0.133775736
I.HYD.11.2nd,TMN5,33.12394257,0.133775736
I.HYD.11.2nd,TMN5,NA,NA
I.HYD.11.2nd,UBQ14,27.34985067,0.062346545
I.HYD.11.2nd,UBQ14,27.438022,0.062346545
I.HYD.11.2nd,UBQ14,NA,NA
I.HYD.11.2nd,UBQ7,32.4838858,0.45554829
I.HYD.11.2nd,UBQ7,31.83964323,0.45554829
I.HYD.11.2nd,UBQ7,NA,NA
I.HYD.11.4th,ACT7,21.7370844,0.08359893
I.HYD.11.4th,ACT7,21.61885766,0.08359893
I.HYD.11.4th,ACT7,NA,NA
I.HYD.11.4th,HYD1,31.33960122,0.053607059
I.HYD.11.4th,HYD1,31.41541305,0.053607059
I.HYD.11.4th,HYD1,NA,NA
I.HYD.11.4th,PP2A1,28.16962047,0.050333593
I.HYD.11.4th,PP2A1,28.09843802,0.050333593
I.HYD.11.4th,PP2A1,NA,NA
I.HYD.11.4th,TBL6,32.04939381,0.148866017
I.HYD.11.4th,TBL6,32.25992215,0.148866017
I.HYD.11.4th,TBL6,NA,NA
I.HYD.11.4th,TMN5,33.21707175,0.333339096
I.HYD.11.4th,TMN5,32.74565908,0.333339096
I.HYD.11.4th,TMN5,NA,NA
I.HYD.11.4th,UBQ14,23.36858997,0.078488846
I.HYD.11.4th,UBQ14,23.47958996,0.078488846
I.HYD.11.4th,UBQ14,NA,NA
I.HYD.11.4th,UBQ7,27.87124346,0.008184542
I.HYD.11.4th,UBQ7,27.88281815,0.008184542
I.HYD.11.4th,UBQ7,NA,NA
I.HYD.12.2nd,ACT7,21.25655983,0.028030717
I.HYD.12.2nd,ACT7,21.29620125,0.028030717
I.HYD.12.2nd,ACT7,NA,NA
I.HYD.12.2nd,HYD1,30.08783709,0.106995799
I.HYD.12.2nd,HYD1,30.239152,0.106995799
I.HYD.12.2nd,HYD1,NA,NA
I.HYD.12.2nd,PP2A1,26.9922809,0.08449238
I.HYD.12.2nd,PP2A1,27.11177117,0.08449238
I.HYD.12.2nd,PP2A1,NA,NA
I.HYD.12.2nd,TBL6,29.65097485,0.047978277
I.HYD.12.2nd,TBL6,29.58312332,0.047978277
I.HYD.12.2nd,TBL6,NA,NA
I.HYD.12.2nd,TMN5,30.18581379,0.208383279
I.HYD.12.2nd,TMN5,30.48051225,0.208383279
I.HYD.12.2nd,TMN5,NA,NA
I.HYD.12.2nd,UBQ14,21.60307071,0.035446245
I.HYD.12.2nd,UBQ14,21.65319927,0.035446245
