Sample,plant.ID,gene_target,Target,Cq,vigs_condition,aphid_status,leaf,dpi
I.GFP.23.2nd,GFP 23,GFP,TBL6,29.08005991,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.23.2nd,GFP 23,GFP,PP2A1,26.12124151,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.23.2nd,GFP 23,GFP,HYD1,28.06554543,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.23.2nd,GFP 23,GFP,ACT7,19.53893456,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.19.2nd,GFP 19,GFP,UBQ7,22.42769354,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.19.2nd,GFP 19,GFP,UBQ14,26.35831933,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.19.2nd,GFP 19,GFP,TMN5,31.04432704,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.19.2nd,GFP 19,GFP,PP2A1,26.17206572,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.19.2nd,GFP 19,GFP,HYD1,27.93051164,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.19.2nd,GFP 19,GFP,ACT7,20.48244035,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.16.2nd,GFP 16,GFP,UBQ7,21.24501157,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.16.2nd,GFP 16,GFP,TMN5,29.50480538,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.16.2nd,GFP 16,GFP,PP2A1,26.51942906,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.16.2nd,GFP 16,GFP,HYD1,27.24429757,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.16.2nd,GFP 16,GFP,ACT7,20.40786468,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.16.4th,GFP 16,GFP,UBQ7,25.22880766,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.16.4th,GFP 16,GFP,UBQ14,29.76931061,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.16.4th,GFP 16,GFP,TMN5,32.10753902,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.16.4th,GFP 16,GFP,PP2A1,29.85822513,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.16.4th,GFP 16,GFP,HYD1,30.48789831,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.16.4th,GFP 16,GFP,ACT7,23.06034004,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.15.2nd,GFP 15,GFP,UBQ7,22.81751061,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.15.2nd,GFP 15,GFP,UBQ14,27.467267,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.15.2nd,GFP 15,GFP,TMN5,31.26662846,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.15.2nd,GFP 15,GFP,TBL6,31.32819899,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.15.2nd,GFP 15,GFP,PP2A1,27.6873656,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.15.2nd,GFP 15,GFP,ACT7,21.32090511,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.12.2nd,GFP 12,GFP,UBQ7,20.82370828,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.12.2nd,GFP 12,GFP,UBQ14,26.41308454,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.12.2nd,GFP 12,GFP,TMN5,29.02904252,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.12.2nd,GFP 12,GFP,TBL6,30.2049287,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.12.2nd,GFP 12,GFP,PP2A1,26.6347347,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.12.2nd,GFP 12,GFP,HYD1,28.01656992,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.12.2nd,GFP 12,GFP,ACT7,21.2885002,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.11.2nd,GFP 11,GFP,UBQ7,26.15237146,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.11.2nd,GFP 11,GFP,UBQ14,21.7484386,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.11.2nd,GFP 11,GFP,TMN5,30.07201352,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.11.2nd,GFP 11,GFP,TBL6,29.79733398,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.11.2nd,GFP 11,GFP,PP2A1,26.17805129,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.11.2nd,GFP 11,GFP,HYD1,27.47270415,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.11.2nd,GFP 11,GFP,ACT7,20.23966976,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.11.4th,GFP 11,GFP,UBQ7,21.89596462,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.11.4th,GFP 11,GFP,UBQ14,25.61984813,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.11.4th,GFP 11,GFP,TMN5,28.76237441,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.11.4th,GFP 11,GFP,TBL6,29.56686944,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.11.4th,GFP 11,GFP,PP2A1,25.89720253,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.11.4th,GFP 11,GFP,HYD1,26.79758171,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.11.4th,GFP 11,GFP,ACT7,20.12914905,vigs_infiltrated,uninfested,4th,fourteen
I.Unif.8.4th,Unif 8,none,UBQ7,20.53231219,uninfiltrated,uninfested,4th,twenty-one
I.Unif.8.4th,Unif 8,none,UBQ14,26.07875595,uninfiltrated,uninfested,4th,twenty-one
I.Unif.8.4th,Unif 8,none,TMN5,29.06194433,uninfiltrated,uninfested,4th,twenty-one
I.Unif.8.4th,Unif 8,none,TBL6,29.62754638,uninfiltrated,uninfested,4th,twenty-one
I.Unif.8.4th,Unif 8,none,PP2A1,26.32259919,uninfiltrated,uninfested,4th,twenty-one
I.Unif.8.4th,Unif 8,none,HYD1,26.47470309,uninfiltrated,uninfested,4th,twenty-one
I.Unif.8.4th,Unif 8,none,ACT7,20.79939787,uninfiltrated,uninfested,4th,twenty-one
I.Unif.3.4th,Unif 3,none,UBQ14,25.41222365,uninfiltrated,uninfested,4th,fourteen
I.Unif.3.4th,Unif 3,none,TMN5,28.60729578,uninfiltrated,uninfested,4th,fourteen
I.Unif.3.4th,Unif 3,none,TBL6,30.20711056,uninfiltrated,uninfested,4th,fourteen
I.Unif.3.4th,Unif 3,none,PP2A1,25.93775937,uninfiltrated,uninfested,4th,fourteen
I.Unif.3.4th,Unif 3,none,HYD1,26.44245705,uninfiltrated,uninfested,4th,fourteen
I.Unif.3.4th,Unif 3,none,ACT7,19.63101849,uninfiltrated,uninfested,4th,fourteen
I.Unif.24.4th,Unif 24,none,UBQ7,26.61473348,uninfiltrated,uninfested,4th,twenty-one
I.Unif.24.4th,Unif 24,none,UBQ14,22.92080155,uninfiltrated,uninfested,4th,twenty-one
I.Unif.24.4th,Unif 24,none,TMN5,30.35521426,uninfiltrated,uninfested,4th,twenty-one
I.Unif.24.4th,Unif 24,none,TBL6,29.62343321,uninfiltrated,uninfested,4th,twenty-one
I.Unif.24.4th,Unif 24,none,PP2A1,27.71922051,uninfiltrated,uninfested,4th,twenty-one
I.Unif.24.4th,Unif 24,none,HYD1,26.37025672,uninfiltrated,uninfested,4th,twenty-one
I.Unif.24.4th,Unif 24,none,ACT7,21.23007123,uninfiltrated,uninfested,4th,twenty-one
I.Unif.20.4th,Unif 20,none,UBQ7,30.49432148,uninfiltrated,uninfested,4th,twenty-one
I.Unif.20.4th,Unif 20,none,TMN5,34.69964513,uninfiltrated,uninfested,4th,twenty-one
I.Unif.20.4th,Unif 20,none,PP2A1,35.08467841,uninfiltrated,uninfested,4th,twenty-one
I.Unif.20.4th,Unif 20,none,HYD1,32.07683617,uninfiltrated,uninfested,4th,twenty-one
I.Unif.20.4th,Unif 20,none,ACT7,30.92825118,uninfiltrated,uninfested,4th,twenty-one
I.Unif.16.2ndd,Unif 16,none,UBQ7,24.04246833,uninfiltrated,uninfested,2ndd,twenty-one
I.Unif.16.2ndd,Unif 16,none,UBQ14,28.39177741,uninfiltrated,uninfested,2ndd,twenty-one
I.Unif.16.2ndd,Unif 16,none,TMN5,32.16554678,uninfiltrated,uninfested,2ndd,twenty-one
I.Unif.16.2ndd,Unif 16,none,PP2A1,29.07250029,uninfiltrated,uninfested,2ndd,twenty-one
I.Unif.16.2ndd,Unif 16,none,HYD1,29.6939417,uninfiltrated,uninfested,2ndd,twenty-one
I.Unif.16.2ndd,Unif 16,none,ACT7,23.2525637,uninfiltrated,uninfested,2ndd,twenty-one
I.Unif.16.4th,Unif 16,none,UBQ7,34.38398996,uninfiltrated,uninfested,4th,twenty-one
I.Unif.16.4th,Unif 16,none,UBQ14,29.2070065,uninfiltrated,uninfested,4th,twenty-one
I.Unif.16.4th,Unif 16,none,PP2A1,32.16813005,uninfiltrated,uninfested,4th,twenty-one
I.Unif.16.4th,Unif 16,none,HYD1,32.54166891,uninfiltrated,uninfested,4th,twenty-one
I.Unif.16.4th,Unif 16,none,ACT7,26.61577042,uninfiltrated,uninfested,4th,twenty-one
I.Unif.15.4th,Unif 15,none,UBQ14,25.02332921,uninfiltrated,uninfested,4th,fourteen
I.Unif.15.4th,Unif 15,none,TMN5,28.45967239,uninfiltrated,uninfested,4th,fourteen
I.Unif.15.4th,Unif 15,none,TBL6,27.73433107,uninfiltrated,uninfested,4th,fourteen
I.Unif.15.4th,Unif 15,none,PP2A1,24.93415583,uninfiltrated,uninfested,4th,fourteen
I.Unif.15.4th,Unif 15,none,HYD1,25.80934657,uninfiltrated,uninfested,4th,fourteen
I.Unif.15.4th,Unif 15,none,ACT7,19.38946544,uninfiltrated,uninfested,4th,fourteen
I.Unif.11.4th,Unif 11,none,UBQ7,29.08797533,uninfiltrated,uninfested,4th,fourteen
I.Unif.11.4th,Unif 11,none,UBQ14,24.58145639,uninfiltrated,uninfested,4th,fourteen
I.Unif.11.4th,Unif 11,none,TMN5,29.02818336,uninfiltrated,uninfested,4th,fourteen
I.Unif.11.4th,Unif 11,none,TBL6,30.35787189,uninfiltrated,uninfested,4th,fourteen
I.Unif.11.4th,Unif 11,none,PP2A1,28.85494298,uninfiltrated,uninfested,4th,fourteen
I.Unif.11.4th,Unif 11,none,HYD1,28.39497764,uninfiltrated,uninfested,4th,fourteen
I.Unif.11.4th,Unif 11,none,ACT7,21.44313193,uninfiltrated,uninfested,4th,fourteen
I.HYD.8.2nd,HYD 8,HYD1,UBQ7,22.21943093,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.8.2nd,HYD 8,HYD1,UBQ14,26.70754439,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.8.2nd,HYD 8,HYD1,TMN5,30.74860766,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.8.2nd,HYD 8,HYD1,TBL6,29.00070023,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.8.2nd,HYD 8,HYD1,PP2A1,27.8147402,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.8.2nd,HYD 8,HYD1,HYD1,29.6920111,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.8.2nd,HYD 8,HYD1,ACT7,21.33189081,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.7.2nd,HYD 7,HYD1,UBQ14,26.59453746,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.7.2nd,HYD 7,HYD1,TMN5,30.23294204,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.7.2nd,HYD 7,HYD1,TBL6,29.19128385,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.7.2nd,HYD 7,HYD1,PP2A1,26.21096374,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.7.2nd,HYD 7,HYD1,HYD1,30.16107014,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.7.2nd,HYD 7,HYD1,ACT7,20.52056957,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.4.2nd,HYD 4,HYD1,UBQ7,26.99254452,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.4.2nd,HYD 4,HYD1,UBQ14,22.59993862,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.4.2nd,HYD 4,HYD1,TMN5,29.94437184,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.4.2nd,HYD 4,HYD1,TBL6,30.93057763,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.4.2nd,HYD 4,HYD1,PP2A1,27.9807059,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.4.2nd,HYD 4,HYD1,HYD1,28.1316548,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.4.2nd,HYD 4,HYD1,ACT7,21.42555312,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.4.4th,HYD 4,HYD1,UBQ7,28.11442319,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.4.4th,HYD 4,HYD1,UBQ14,23.69482281,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.4.4th,HYD 4,HYD1,TMN5,30.67068371,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.4.4th,HYD 4,HYD1,PP2A1,28.42815588,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.4.4th,HYD 4,HYD1,HYD1,30.07067005,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.4.4th,HYD 4,HYD1,ACT7,22.07515365,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.3.2nd,HYD 3,HYD1,UBQ7,22.43735241,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.3.2nd,HYD 3,HYD1,UBQ14,27.08542915,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.3.2nd,HYD 3,HYD1,TMN5,31.0001288,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.3.2nd,HYD 3,HYD1,PP2A1,26.83189944,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.3.2nd,HYD 3,HYD1,HYD1,30.89993034,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.3.2nd,HYD 3,HYD1,ACT7,20.80651584,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.3.4th,HYD 3,HYD1,UBQ7,34.3566803,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.3.4th,HYD 3,HYD1,UBQ14,31.11571058,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.3.4th,HYD 3,HYD1,TMN5,34.44463362,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.3.4th,HYD 3,HYD1,PP2A1,33.58223479,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.3.4th,HYD 3,HYD1,HYD1,35.24957129,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.3.4th,HYD 3,HYD1,ACT7,25.75131854,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.28.2nd,HYD 28,HYD1,UBQ7,22.48315471,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.28.2nd,HYD 28,HYD1,UBQ14,27.03071727,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.28.2nd,HYD 28,HYD1,TMN5,30.74387265,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.28.2nd,HYD 28,HYD1,PP2A1,26.8053916,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.28.2nd,HYD 28,HYD1,HYD1,30.1216258,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.28.2nd,HYD 28,HYD1,ACT7,21.85235478,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.28.4th,HYD 28,HYD1,UBQ7,24.02657218,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.28.4th,HYD 28,HYD1,UBQ14,29.9315507,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.28.4th,HYD 28,HYD1,TMN5,32.67516603,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.28.4th,HYD 28,HYD1,PP2A1,29.57893982,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.28.4th,HYD 28,HYD1,HYD1,30.5582787,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.28.4th,HYD 28,HYD1,ACT7,23.70109786,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.27.2nd,HYD 27,HYD1,UBQ7,21.48470155,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.27.2nd,HYD 27,HYD1,UBQ14,26.20262587,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.27.2nd,HYD 27,HYD1,TMN5,29.8364331,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.27.2nd,HYD 27,HYD1,PP2A1,26.53782914,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.27.2nd,HYD 27,HYD1,HYD1,28.71886767,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.27.2nd,HYD 27,HYD1,ACT7,20.26594755,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.27.4th,HYD 27,HYD1,UBQ7,21.46588169,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.27.4th,HYD 27,HYD1,UBQ14,27.30161221,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.27.4th,HYD 27,HYD1,TMN5,30.65467793,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.27.4th,HYD 27,HYD1,PP2A1,26.23564745,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.27.4th,HYD 27,HYD1,HYD1,29.37607742,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.27.4th,HYD 27,HYD1,ACT7,20.67036651,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.24.2nd,HYD 24,HYD1,UBQ7,21.56038375,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.24.2nd,HYD 24,HYD1,UBQ14,26.46356706,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.24.2nd,HYD 24,HYD1,TMN5,30.00168945,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.24.2nd,HYD 24,HYD1,TBL6,30.56690861,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.24.2nd,HYD 24,HYD1,PP2A1,28.09875649,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.24.2nd,HYD 24,HYD1,HYD1,30.77399547,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.24.2nd,HYD 24,HYD1,ACT7,20.91515225,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.23.2nd,HYD 23,HYD1,UBQ7,21.63369145,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.23.2nd,HYD 23,HYD1,UBQ14,26.96104803,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.23.2nd,HYD 23,HYD1,TBL6,31.11991024,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.23.2nd,HYD 23,HYD1,PP2A1,27.1150384,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.23.2nd,HYD 23,HYD1,HYD1,30.82022631,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.23.2nd,HYD 23,HYD1,ACT7,20.2952616,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.23.4th,HYD 23,HYD1,UBQ14,25.13596661,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.23.4th,HYD 23,HYD1,TMN5,28.35753129,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.23.4th,HYD 23,HYD1,TBL6,27.93962733,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.23.4th,HYD 23,HYD1,PP2A1,25.31235698,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.23.4th,HYD 23,HYD1,HYD1,28.31657789,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.23.4th,HYD 23,HYD1,ACT7,19.5600425,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.20.2nd,HYD 20,HYD1,UBQ7,23.599437,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.20.2nd,HYD 20,HYD1,UBQ14,28.27459285,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.20.2nd,HYD 20,HYD1,TMN5,32.37040812,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.20.2nd,HYD 20,HYD1,PP2A1,28.88718227,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.20.2nd,HYD 20,HYD1,HYD1,30.38308369,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.20.2nd,HYD 20,HYD1,ACT7,23.00627115,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.20.4th,HYD 20,HYD1,UBQ7,33.2920555,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.20.4th,HYD 20,HYD1,UBQ14,30.01454035,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.20.4th,HYD 20,HYD1,TMN5,36.99980864,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.20.4th,HYD 20,HYD1,PP2A1,34.57227111,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.20.4th,HYD 20,HYD1,ACT7,27.38924767,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.19.4th,HYD 19,HYD1,UBQ7,23.57627173,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.19.4th,HYD 19,HYD1,UBQ14,28.95283377,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.19.4th,HYD 19,HYD1,TMN5,31.95114379,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.19.4th,HYD 19,HYD1,PP2A1,27.53430733,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.19.4th,HYD 19,HYD1,HYD1,31.95237387,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.19.4th,HYD 19,HYD1,ACT7,21.6732732,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.16.2nd,HYD 16,HYD1,UBQ7,21.69733422,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.16.2nd,HYD 16,HYD1,UBQ14,26.3346755,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.16.2nd,HYD 16,HYD1,TMN5,30.42678817,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.16.2nd,HYD 16,HYD1,TBL6,28.87776528,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.16.2nd,HYD 16,HYD1,PP2A1,27.13671352,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.16.2nd,HYD 16,HYD1,HYD1,29.83071064,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.16.2nd,HYD 16,HYD1,ACT7,21.38219891,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.15.2nd,HYD 15,HYD1,UBQ7,22.09951859,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.15.2nd,HYD 15,HYD1,UBQ14,26.08749759,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.15.2nd,HYD 15,HYD1,TMN5,30.3509848,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.15.2nd,HYD 15,HYD1,TBL6,29.74953278,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.15.2nd,HYD 15,HYD1,PP2A1,26.61903659,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.15.2nd,HYD 15,HYD1,HYD1,29.3109237,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.15.2nd,HYD 15,HYD1,ACT7,20.55656208,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.15.4th,HYD 15,HYD1,UBQ7,21.89403197,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.15.4th,HYD 15,HYD1,UBQ14,27.017034,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.15.4th,HYD 15,HYD1,TMN5,29.5055596,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.15.4th,HYD 15,HYD1,PP2A1,26.1623481,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.15.4th,HYD 15,HYD1,HYD1,27.97137857,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.15.4th,HYD 15,HYD1,ACT7,20.40135032,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.12.2nd,HYD 12,HYD1,UBQ7,26.21966151,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.12.2nd,HYD 12,HYD1,UBQ14,21.62813499,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.12.2nd,HYD 12,HYD1,TMN5,30.33316302,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.12.2nd,HYD 12,HYD1,TBL6,29.61704909,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.12.2nd,HYD 12,HYD1,PP2A1,27.05202604,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.12.2nd,HYD 12,HYD1,HYD1,30.16349455,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.12.2nd,HYD 12,HYD1,ACT7,21.27638054,vigs_infiltrated,uninfested,2nd,twenty-one
I.HYD.12.4th,HYD 12,HYD1,UBQ7,29.66758194,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.12.4th,HYD 12,HYD1,UBQ14,33.67470646,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.12.4th,HYD 12,HYD1,PP2A1,33.874007,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.12.4th,HYD 12,HYD1,ACT7,28.42866688,vigs_infiltrated,uninfested,4th,twenty-one
I.HYD.11.2nd,HYD 11,HYD1,UBQ7,32.16176452,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.11.2nd,HYD 11,HYD1,UBQ14,27.39393634,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.11.2nd,HYD 11,HYD1,TMN5,33.02934884,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.11.2nd,HYD 11,HYD1,TBL6,34.82214044,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.11.2nd,HYD 11,HYD1,PP2A1,30.75427415,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.11.2nd,HYD 11,HYD1,ACT7,23.02720544,vigs_infiltrated,uninfested,2nd,fourteen
I.HYD.11.4th,HYD 11,HYD1,UBQ7,27.87703081,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.11.4th,HYD 11,HYD1,UBQ14,23.42408997,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.11.4th,HYD 11,HYD1,TMN5,32.98136542,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.11.4th,HYD 11,HYD1,TBL6,32.15465798,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.11.4th,HYD 11,HYD1,PP2A1,28.13402925,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.11.4th,HYD 11,HYD1,HYD1,31.37750714,vigs_infiltrated,uninfested,4th,fourteen
I.HYD.11.4th,HYD 11,HYD1,ACT7,21.67797103,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.8.2nd,GFP 8,GFP,UBQ7,23.51347916,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.8.2nd,GFP 8,GFP,UBQ14,28.47011684,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.8.2nd,GFP 8,GFP,TMN5,32.14633459,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.8.2nd,GFP 8,GFP,PP2A1,28.85201737,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.8.2nd,GFP 8,GFP,HYD1,29.93346837,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.8.2nd,GFP 8,GFP,ACT7,22.72345293,vigs_infiltrated,uninfested,2nd,twenty-one
